0	2	978
1	2	1439
2	0	2838
2	1	1054
3	0	2838
3	1	1621
4	2	2215
5	2	1497
6	2	2381
7	2	3441
8	2	712
9	0	30
9	1	1054
10	2	883
11	2	2854
12	2	2551
13	2	1092
14	2	1067
15	2	2654
16	0	2838
16	1	3211
17	0	2838
17	1	1378
18	2	2260
19	0	1758
19	1	1378
20	2	1531
21	0	235
21	1	2743
22	2	894
23	2	2311
24	2	1986
25	2	1891
26	2	2039
27	2	785
28	2	68
29	2	2387
30	2	872
31	0	2838
31	1	2260
32	0	1758
32	1	3211
33	2	2024
34	2	2132
35	2	1678
36	0	30
36	1	3211
37	2	2623
38	0	2841
38	1	1198
39	0	2841
39	1	2743
40	2	3121
41	2	543
42	2	2647
43	2	807
44	0	2262
44	1	1621
45	0	1758
45	1	1531
46	2	130
47	0	259
47	1	1621
48	0	2071
48	1	1054
49	2	1202
50	2	563
51	2	2831
52	0	259
52	1	1054
53	2	2593
54	2	565
55	0	2838
55	1	1997
56	0	2315
56	1	1621
57	2	3348
58	2	1681
59	2	630
60	0	2838
60	1	3441
61	0	30
61	1	3262
62	2	846
63	2	2911
64	0	1758
64	1	1785
65	0	1327
65	1	2260
66	2	3435
67	2	3216
68	0	1758
68	1	2988
69	2	3001
70	2	1903
71	2	723
72	2	820
73	2	3138
74	0	1758
74	1	2387
75	2	1312
76	0	2601
76	1	1054
77	2	1593
78	0	2838
78	1	1550
79	0	259
79	1	2988
80	2	2921
81	0	897
81	1	2387
82	0	1327
82	1	3415
83	0	1073
83	1	2654
84	2	2826
85	0	2506
85	1	2988
86	0	1327
86	1	1531
87	0	48
87	1	712
88	2	3052
89	0	30
89	1	940
90	0	3222
90	1	1054
91	0	2506
91	1	2412
92	0	2838
92	1	2194
93	0	1758
93	1	2194
94	2	2045
95	2	2360
96	2	424
97	2	1583
98	2	2809
99	0	2838
99	1	3105
100	0	2506
100	1	2260
101	0	1758
101	1	2412
102	0	1372
102	1	1621
103	0	259
103	1	1785
104	2	3108
105	0	248
105	1	2875
106	0	2262
106	1	1054
107	0	2838
